53|62
43|48
43|99
62|76
62|19
62|85
58|55
58|84
58|43
58|64
98|82
98|47
98|73
98|49
98|66
99|97
99|14
99|58
99|57
99|92
99|49
73|84
73|49
73|57
73|87
73|39
73|59
73|35
92|82
92|39
92|83
92|93
92|84
92|31
92|53
92|46
87|36
87|35
87|38
87|82
87|58
87|83
87|11
87|57
87|53
86|91
86|23
86|19
86|16
86|71
86|62
86|47
86|31
86|76
86|97
83|89
83|86
83|93
83|84
83|77
83|64
83|43
83|36
83|98
83|48
83|45
91|76
91|71
91|69
91|49
91|38
91|16
91|14
91|31
91|35
91|47
91|73
91|59
84|61
84|93
84|99
84|23
84|98
84|62
84|66
84|19
84|11
84|86
84|32
84|48
84|43
47|46
47|31
47|27
47|92
47|59
47|39
47|57
47|36
47|35
47|82
47|64
47|84
47|87
47|71
34|53
34|69
34|36
34|92
34|43
34|58
34|49
34|87
34|31
34|39
34|83
34|84
34|82
34|27
34|47
89|23
89|48
89|77
89|91
89|76
89|98
89|51
89|86
89|97
89|61
89|69
89|73
89|16
89|99
89|32
89|47
71|31
71|32
71|45
71|93
71|53
71|57
71|36
71|48
71|27
71|59
71|17
71|35
71|67
71|89
71|11
71|46
71|39
23|39
23|16
23|91
23|87
23|31
23|35
23|47
23|99
23|71
23|59
23|14
23|66
23|92
23|97
23|38
23|76
23|73
23|34
45|16
45|62
45|66
45|97
45|61
45|77
45|34
45|14
45|91
45|51
45|48
45|99
45|86
45|76
45|93
45|47
45|69
45|23
45|85
51|47
51|99
51|49
51|77
51|92
51|39
51|82
51|76
51|87
51|69
51|34
51|62
51|14
51|97
51|71
51|73
51|19
51|85
51|86
51|91
59|51
59|45
59|48
59|36
59|17
59|32
59|58
59|67
59|89
59|55
59|83
59|43
59|64
59|38
59|57
59|27
59|53
59|11
59|93
59|98
59|84
66|47
66|46
66|58
66|59
66|35
66|38
66|57
66|83
66|76
66|36
66|53
66|39
66|71
66|82
66|55
66|31
66|92
66|16
66|49
66|17
66|34
66|73
14|87
14|57
14|83
14|59
14|71
14|31
14|76
14|16
14|82
14|92
14|49
14|35
14|69
14|47
14|39
14|17
14|34
14|66
14|53
14|55
14|97
14|38
14|73
69|53
69|67
69|16
69|39
69|43
69|71
69|31
69|57
69|36
69|38
69|17
69|27
69|83
69|47
69|87
69|92
69|55
69|58
69|82
69|46
69|59
69|49
69|84
69|35
76|83
76|71
76|34
76|55
76|59
76|16
76|92
76|57
76|35
76|87
76|36
76|53
76|47
76|46
76|17
76|82
76|69
76|58
76|31
76|73
76|39
76|38
76|27
76|49
46|45
46|91
46|98
46|62
46|27
46|93
46|23
46|85
46|32
46|77
46|64
46|43
46|86
46|48
46|51
46|99
46|84
46|89
46|14
46|11
46|67
46|61
46|97
46|19
31|84
31|93
31|27
31|98
31|59
31|45
31|67
31|35
31|55
31|11
31|89
31|17
31|36
31|51
31|46
31|32
31|64
31|83
31|53
31|48
31|57
31|43
31|58
31|38
48|87
48|61
48|82
48|92
48|47
48|98
48|34
48|77
48|14
48|69
48|19
48|49
48|99
48|85
48|76
48|73
48|66
48|23
48|91
48|51
48|16
48|62
48|97
48|86
77|73
77|66
77|69
77|91
77|19
77|49
77|76
77|82
77|34
77|14
77|16
77|71
77|92
77|35
77|99
77|85
77|87
77|39
77|31
77|47
77|23
77|61
77|59
77|97
61|19
61|39
61|91
61|31
61|49
61|99
61|71
61|14
61|16
61|35
61|34
61|38
61|87
61|73
61|58
61|47
61|97
61|17
61|69
61|59
61|82
61|76
61|92
61|66
32|51
32|85
32|69
32|97
32|61
32|19
32|23
32|34
32|49
32|62
32|48
32|16
32|98
32|73
32|14
32|66
32|91
32|76
32|77
32|87
32|92
32|99
32|47
32|86
82|57
82|11
82|43
82|39
82|59
82|58
82|35
82|27
82|64
82|36
82|45
82|46
82|38
82|32
82|31
82|17
82|71
82|67
82|93
82|53
82|83
82|55
82|89
82|84
16|67
16|38
16|84
16|83
16|39
16|55
16|53
16|43
16|92
16|64
16|59
16|49
16|58
16|82
16|35
16|46
16|57
16|36
16|27
16|87
16|11
16|71
16|17
16|31
19|97
19|58
19|39
